aggregate_id,migration_owner_session,producer_file,producer_symbol,producer_kind,origin,local_tables,write_operation,server_path,current_mechanism_before,capture_strategy_after,outbox_table,transaction_owner,mutation_id_source,organization_id_source,payload_version,operation_type,delete_policy,command_batch_strategy,attachment_strategy,legacy_compatibility_side_effect,remote_apply_exclusion,status,evidence
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveRoute,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveRoute,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveRoute
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,correctMilestone,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#correctMilestone,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#correctMilestone
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,correctLeg,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#correctLeg,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#correctLeg
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveCustodyHandoff,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustodyHandoff,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustodyHandoff
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveCustomsTransition,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustomsTransition,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCustomsTransition
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveOperationalUpdate,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveOperationalUpdate,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveOperationalUpdate
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveFuturePlanLegRevision,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveFuturePlanLegRevision,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveFuturePlanLegRevision
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,appendEvent,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#appendEvent,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#appendEvent
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,upsertPartner,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertPartner,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertPartner
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,linkPartner,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#linkPartner,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#linkPartner
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveDocument,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveDocument,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,durable sync_attachment_transfer metadata intent; binary excluded,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveDocument
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,deleteDocument,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#deleteDocument,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#deleteDocument
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveCost,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCost,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveCost
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,savePayment,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePayment,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#savePayment
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,saveReceivingBatch,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveReceivingBatch,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#saveReceivingBatch
SHIPMENT,307,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt,upsertShortage,DOMAIN_COMMAND,LOCAL_MUTATION,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,COMMAND,logistics_shipments|logistics_shipment_sources|logistics_shipment_lines|logistics_milestones|logistics_assignments|logistics_events|logistics_partners|logistics_shipment_legs|logistics_custody_handoffs|logistics_shipment_partner_links|logistics_transport_details|logistics_documents|logistics_costs|logistics_payments|logistics_route_templates|logistics_route_template_stops|logistics_receiving_batches|logistics_receiving_lines|logistics_inventory_postings|logistics_cost_allocations|logistics_shortages|logistics_recoveries|logistics_recovery_lines|logistics_recovery_postings,remote path inert behind SERVER_CONTRACT_VERIFIED=false,ROOM_ATOMIC_UNIFIED_OUTBOX,sync_outbox,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertShortage,UUID.nameUUIDFromBytes stable semantic key,trusted SessionReader / domain tenant,1,COMMAND,CANCEL_STATE_TRANSITION,stable semantic request key,NONE,V2 server runtime remains OFF,N/A,MIGRATED_UNIFIED_OUTBOX,app/src/main/kotlin/com/verto/app/feature/shipment/bridge/LogisticsShipmentStoreAdapters.kt#upsertShortage
